contact.0.cellphone,contact.0.name,contact.0.surname,contact.1.cellphone,contact.1.name,contact.1.surname,person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,test.0.datetime,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.id_authorized_body,test.0.result,test.0.type,test.1.datetime,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.id_authorized_body,test.1.result,test.1.type,test.2.datetime,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.id_authorized_body,test.2.result,test.2.type,test.3.datetime,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.id_authorized_body,test.3.result,test.3.type,vaccination.0.brand,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.surname,vaccination.0.id_authorized_body,vaccination.0.lot,vaccination.0.production_date,vaccination.0.type,vaccination.1.brand,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.id_authorized_body,vaccination.1.lot,vaccination.1.production_date,vaccination.1.type
+393706183380,Anca,Semprini,+393497239650,Paola,Di Marco,Via Profeta,95040,2,Mirabella Imbaccari,1976-05-12,+393112967068,MNCMND76E12I187M,Amandi,M,Monaci,2021-11-17 04:46:20,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,Positive,Molecular,2021-12-07 08:22:37,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Molecular,,,,,,,,,,,,,,,Moderna,2021-11-13 15:13:01,1,CSTLGN94R06F609J,Luigino,Costa,61acd3e25ca7e964a122def4,401,2020-10-28 00:00:00,mRNA vaccine,,,,,,,,,,
+39374016695,Durim,Fabris,+393861063568,Giuseppe,Angelini,Via Italia,10036,80,Settimo Torinese,1938-09-27,+39329214110,RSSLSE38P67B317C,Elisa,F,Rossi,2021-11-20 23:10:44,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-01 18:32:01,1,CNTLCN45R48M213B,Luciana,Conti,61acd3e25ca7e964a122def2,199,2020-09-10 00:00:00,vector vaccine,AstraZeneca,2021-10-29 18:32:01,2,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,128,2020-08-27 00:00:00,vector vaccine
+39327810763,Serigne Cheikh Mbacke,Di Felice,+39345056604,Mauro,Russo,Via Arenaccia,80141,106 E/f/d,Napoli,1979-08-19,+393120692856,SNFMTN79M19C668D,Martino,M,Sanfilippo,2021-11-14 03:13:43,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-04-04 04:16:18,1,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,145,2020-09-02 00:00:00,mRNA vaccine,Moderna,2021-05-02 04:16:18,2,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,444,2020-11-06 00:00:00,mRNA vaccine
+39329656665,Giancarlo Stefano,Bruni,+39364841862,Fabrizio,Beltrami,Via Vittorio Emanuele,20010,3,Bernate Ticino,1932-02-17,+39383041067,DNGLDE32B57G865C,Elda,F,De Angelis,2021-11-13 07:25:22,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393605902784,Florinde,Rossi,+393655014316,Benjie,Pipitone,Via Tufarelli,80046,50,San Giorgio A Cremano,1951-10-12,+39331496374,RDGCML51R52B993X,Carmela,F,Rodigari,2021-11-18 22:23:56,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-02-03 04:55:14,1,MSSGLI35R64I824J,Giulia,Messina,61acd3e25ca7e964a122def3,309,2020-10-13 00:00:00,vector vaccine,,,,,,,,,,
+393368820260,Leandro,Beretta,+393933359096,Sara,Fasoli,Via Corridoni,46100,30,Mantova,1950-06-05,+393668373914,DLFNLS50H45F226K,Anna Elisabetta,F,Delfino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-08-21 11:45:41,1,DLCGPR38H04G283M,Gaspare,De Luca,61acd3e25ca7e964a122def1,368,2020-10-24 00:00:00,vector vaccine,Johnson & Johnson,2021-09-18 11:45:41,2,MROFNC01D19I025Y,Francesco Pio,Mora,61acd3e25ca7e964a122def3,409,2020-10-30 00:00:00,vector vaccine
+39331264773,Giuliana,Rossi,+39338229437,Carlo,Palladino,Via Este,35040,26,Masi,1932-03-07,+39385415914,PDRMRA32C47E627D,Maria,F,Pedrazzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39349978209,Gabriele,Favero,+393800491462,Franca,Mariani,Corso Giuseppe Garibaldi,84081,121,Baronissi,1932-12-16,+393312209932,BLLSRN32T56A866H,Sabrina,F,Bellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39394829124,Laura,Govoni,+393612832262,Monica,Tesi,Via Vittoria,67030,4,Roccacasale,1956-11-21,+393951295046,RSSLRT56S61F616T,Liberata,F,Russo,2021-11-12 11:24:22,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Antigen,2021-12-06 05:21:18,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Negative,Molecular,,,,,,,,,,,,,,,Johnson & Johnson,2021-02-05 08:06:32,1,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,357,2020-10-19 00:00:00,vector vaccine,,,,,,,,,,
+39380957214,Piera,Amerio,+39393019376,Manuel,Piras,Via Terrazze,10050,2,Meana Di Susa,1935-05-27,+39396291164,FBRGPP35E27A179K,Giuseppe,M,Fabris,2021-11-27 00:53:38,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-08-05 09:10:45,1,TRVMRA69P27D849Y,Mario,Trovato,61acd3e25ca7e964a122def2,401,2020-10-28 00:00:00,mRNA vaccine,Moderna,2021-09-02 09:10:45,2,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,167,2020-09-06 00:00:00,mRNA vaccine
+393491725054,Luigi,Berto,+39383500273,Lorenzo,Lombardo,Via Sampierdarena,16149,187 R,Genova,1981-03-22,+39346879320,GRCGDI81C62L124M,Giada,F,Greco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39354317880,Lorenzo,Siri,+393596112721,Roberta,Doronzo,Via Bovio,70042,48,Mola Di Bari,1942-12-05,+393694831748,RSSFRC42T05C404H,Federico,M,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39326373646,Luigi Emanuele,Scarpa,+393322240457,Marco,Fusco,Via Trento,09013,85,Carbonia,1984-12-03,+393227694512,MRNLNZ84T03B688Q,Lorenzo,M,Marini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-07-13 22:02:31,1,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,298,2020-10-03 00:00:00,vector vaccine,Johnson & Johnson,2021-08-10 22:02:31,2,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,357,2020-10-19 00:00:00,vector vaccine
+39327693113,Sabrina,Pastorino,+39382196952,Morris,Mariani,Piazza Umberto I,67030,11,Bugnara,1930-06-07,+39375435694,CSLFNC30H07D383Q,Francesco,M,Coslovich  Visintin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-02-12 03:41:12,1,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,457,2020-11-07 00:00:00,vector vaccine,,,,,,,,,,
+393921822129,Severa,Carta,+393828243957,Denise,Semprini,Via Gramsci,09095,74/A,Mogoro,1991-03-24,+39394562752,MRADNC91C24L108Z,Domenico,M,Mair,2021-11-24 03:30:29,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Molecular,2021-11-30 04:44:19,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Positive,Antigen,,,,,,,,,,,,,,,Moderna,2021-03-01 12:28:38,1,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,444,2020-11-06 00:00:00,mRNA vaccine,Moderna,2021-03-29 12:28:38,2,GNTRRT85R45B771E,Roberta,Gentile,61acd3e25ca7e964a122def2,444,2020-11-06 00:00:00,mRNA vaccine
+393777118334,Domenico,Bianchi,+39395820600,Ayan,Menconi,Viale Monte Grappa,59100,8/10,Prato,1947-08-06,+393472244685,CLMPLA47M06C565G,Paolo,M,Colombo,2021-12-02 05:58:43,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,Positive,Antigen,2021-11-18 02:44:36,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,Positive,Antigen,2021-11-18 13:17:50,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Molecular,2021-11-19 06:42:45,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Negative,Molecular,Moderna,2021-11-18 04:18:33,1,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,128,2020-08-27 00:00:00,mRNA vaccine,,,,,,,,,,
+393799015206,Augusto,Bruno,+393843441146,Maria,Romano,Via Mameli,15031,13,Balzola,1943-01-27,+39376885359,NGRMRN43A67I632E,Merina,F,Negri,2021-11-22 19:25:15,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Antigen,2021-11-28 07:37:39,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Positive,Antigen,,,,,,,,,,,,,,,Johnson & Johnson,2021-11-30 04:00:40,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,256,2020-09-19 00:00:00,vector vaccine,,,,,,,,,,
+393875762430,Daniela,Galli,+393962751151,Alberto,Rossi,Via Garibaldi,98030,73,Limina,1959-02-22,+39382767171,FLZVVN59B62A957L,Viviana,F,Falzone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-05-29 17:07:18,1,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,589,2020-12-03 00:00:00,vector vaccine,,,,,,,,,,
+39378319214,Enrico Antonio,Venezia,+39321387556,Giorgio,Innocenti,Via Vallescuropasso,27040,97,Cigognola,1997-12-06,+393327826543,DDMLSN97T06C040Z,Elia Son,M,Di Domenico,2021-11-27 02:27:14,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Positive,Antigen,2021-12-07 15:16:01,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Molecular,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-01-31 05:44:38,1,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,256,2020-09-19 00:00:00,mRNA vaccine,,,,,,,,,,
+39365952332,Rosella Angela,Guastone,+393950596896,Bruna,Licitra,Corso Antonio Gramsci,65026,164,Popoli,1924-01-17,+39390999157,SBTLCA24A57B446A,Alice,F,Sabatini,2021-12-03 19:19:48,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-11-01 06:56:26,1,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,444,2020-11-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393592942405,Lucilla,Parisi,+393159429877,Alessandro,Battaglia,Via Roma,07026,62,Olbia,1934-09-06,+39328248624,RSSLRI34P46H235W,Ilaria,F,Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393644038861,Irene,Manca,+393583807536,Pasquale,Matera,Piazza Guglielmo Marconi,66100,48,Chieti,1931-12-23,+39335385959,NREBRN31T23C313M,Bruno,M,Neri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-23 06:46:09,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,401,2020-10-28 00:00:00,vector vaccine,AstraZeneca,2021-11-20 06:46:09,2,CSTLGN94R06F609J,Luigino,Costa,61acd3e25ca7e964a122def4,357,2020-10-19 00:00:00,vector vaccine
+39357581789,Aziza,Bertolussi,+393376053596,Samanta,Landi,Via Mostringiano,96010,11,Priolo Gargallo,1944-05-19,+393612645192,MNTVLR44E59B044U,Valeria,F,Montanari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-07-06 23:58:00,1,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,401,2020-10-28 00:00:00,mRNA vaccine,Moderna,2021-08-03 23:58:00,2,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,569,2020-11-11 00:00:00,mRNA vaccine
+393824403023,Ariele,Nobili,+39360426095,Fabio Massimo,Tassone,Via Catania,70024,20,Gravina In Puglia,1995-11-06,+39368221733,PLLNMR95S46H980E,Anna Maria,F,Pellegrini,2021-12-07 08:30:55,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-03-17 09:42:02,1,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,444,2020-11-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393663970066,Rosalbino,Acquistapace,+39385032103,Francesco,Tagliabue,Via Umberto I,98036,14,Graniti,1940-08-16,+393175834489,GRRMRA40M56I535O,Maria,F,Gurrieri,2021-12-08 09:57:40,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Positive,Antigen,2021-12-07 03:33:56,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,Negative,Molecular,,,,,,,,,,,,,,,Moderna,2021-06-11 06:32:41,1,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,917,2020-12-12 00:00:00,mRNA vaccine,Moderna,2021-07-09 06:32:41,2,GNTRRT85R45B771E,Roberta,Gentile,61acd3e25ca7e964a122def2,589,2020-12-03 00:00:00,mRNA vaccine
+39390374742,Margherita,Pinna,+39369606654,Roberta,Gallo,Via  Partigiani D'italia,20832,2,Desio,1971-03-08,+393295650525,CRZFRC71C08A283S,Federico,M,Corazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-03-17 18:03:23,1,MSSGLI35R64I824J,Giulia,Messina,61acd3e25ca7e964a122def3,117,2020-08-25 00:00:00,vector vaccine,,,,,,,,,,
+393849913412,Giacomo,Bortot,+39370648634,Roland,Quarta,Via E. Filiberto,185,35,Roma,1937-02-22,+39393943776,CRSFNC37B62D636S,Francesca,F,Caruso,2021-11-12 09:41:04,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-10-16 10:26:15,1,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,298,2020-10-03 00:00:00,vector vaccine,,,,,,,,,,
+393951591359,Selene,Sartori,+393165492864,Edoardo,Ferrari,Via G. Giuliani,84069,139,Roccadaspide,1937-02-08,+39322535957,CRTFRC37B08E649Y,Federico,M,Carta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-14 05:48:11,1,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,368,2020-10-24 00:00:00,vector vaccine,,,,,,,,,,
+39333871922,Diego,Rossi,+393963170267,Domenico,Mastroianni,Via Xx Settembre,26839,31,Zelo Buon Persico,2000-01-21,+393899923423,CSTLGU00A21F765Y,Luigi,M,Costantini,2021-12-04 00:24:39,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-16 14:10:25,1,FRRKSH60P05A957L,Kreshnik,Ferrara,61acd3e25ca7e964a122def2,350,2020-10-17 00:00:00,vector vaccine,,,,,,,,,,
+393434439836,Angelo,Barbieri,+39394770584,Rina,Gentile,Viale Borri,21100,121,Varese,1928-02-09,+39352063619,MNCLSE28B49L393F,Elisa,F,Manca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393192605241,Ruben Liku,Galli,+393648722461,Emilio,Bianchi,Piazza Istria,198,8,Roma,1967-08-29,+393505842470,RZZSRT67M29H096O,Spartak,M,Rizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-08-02 04:23:38,1,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,357,2020-10-19 00:00:00,vector vaccine,,,,,,,,,,
+39347978000,Daniela,Martinelli,+39345902955,Fabiola,Fiore,Via Mario Pichi,20143,9,Milano,1997-01-24,+393215409016,DDIRND97A64D960O,Ramona Del Carmen,F,Di Dio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-05-05 00:33:22,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,899,2020-12-06 00:00:00,vector vaccine,Johnson & Johnson,2021-06-02 00:33:22,2,SCCVHB79R10D921Q,Vehbi,Sacco,61acd3e25ca7e964a122deef,368,2020-10-24 00:00:00,vector vaccine
+393735083694,Rovina,Romano,+39374794477,Mattia,Picco,Piazza Dei Martiri,70021,64,Acquaviva Delle Fonti,1983-02-13,+393402655055,GRDMRO83B13A394Y,Omar,M,Giordano,2021-11-28 06:39:08,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,Negative,Antigen,2021-11-22 08:54:01,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39326827906,Marisa,Greco,+39345089622,Giuseppa,Caputo,Viale Colli Euganei,35041,84/86,Battaglia Terme,1923-03-10,+393693449429,RCCNTL23C50C172I,Entela,F,Ricci,2021-11-17 20:02:49,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Positive,Antigen,2021-11-27 18:47:37,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,Positive,Molecular,2021-11-27 21:58:44,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Positive,Antigen,,,,,,,,AstraZeneca,2021-11-28 08:56:10,1,SNTVTR58B02F852V,Vittorio,Santilli,61acd3e25ca7e964a122def4,401,2020-10-28 00:00:00,vector vaccine,AstraZeneca,2021-12-26 08:56:10,2,FRRDNT40P19B048J,Donato,Ferraro,61acd3e25ca7e964a122def4,589,2020-12-03 00:00:00,vector vaccine
+393633013863,Andrea,Costantini,+393742034652,Roberta,Sanna,Via Giuseppe Garibaldi,94010,78,Aidone,1993-07-01,+39333806835,GRCLSS93L01E471W,Alessio,M,Greco,2021-12-05 11:15:12,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Negative,Molecular,2021-11-20 13:42:20,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,Positive,Antigen,2021-12-09 02:52:22,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39334901246,Gianni,Bini,+39320810513,Giovanna,Concas,Via M. Pagano,72024,72,Oria,1988-04-16,+393841877694,CRTLRS88D16A005H,Loris,M,Corti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-01-25 17:20:28,1,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,145,2020-09-02 00:00:00,vector vaccine,AstraZeneca,2021-02-22 17:20:28,2,BNCGPP92R61G692K,Giuseppa,Bianco,61acd3e25ca7e964a122def1,200,2020-09-15 00:00:00,vector vaccine
+39332854452,Giuseppina,Calligaris,+39321880807,Naveen,Crevatin,Via Zuretti,20125,37,Milano,1940-09-18,+393403566920,FMGVLR40P58E287W,Valeria,F,Fumagalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-08-04 22:22:57,1,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,307,2020-10-06 00:00:00,mRNA vaccine,,,,,,,,,,
+39393823091,Kastriot,Bianchi,+39353358651,Primo,Rizzo,Corso Europa,83010,2,Sant'angelo A Scala,1991-12-27,+393238082350,SNNNGL91T67A880P,Angela,F,Sanna,2021-12-09 08:19:52,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39322803875,Matteo,Montanari,+393280630307,Elena,Pepe,Via  Roma,27041,5,Barbianello,1957-07-28,+39338029864,RVLRRT57L28L361Q,Roberto,M,Ravaioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-06-18 18:26:38,1,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,917,2020-12-12 00:00:00,vector vaccine,Johnson & Johnson,2021-07-16 18:26:38,2,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,457,2020-11-07 00:00:00,vector vaccine
+39399270799,Davide Salvatore,Ferracuti,+39360636319,Maria Addolorata,Marega,Piazza Cavalieri Di Vittorio Veneto,20083,2,Gaggiano,1963-09-06,+39364449393,SNNLNZ63P06A477O,Lorenzo,M,Sanna,2021-11-28 01:58:38,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,Negative,Molecular,2021-11-22 17:10:27,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Positive,Molecular,2021-12-07 02:13:35,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Antigen,,,,,,,,AstraZeneca,2021-02-05 16:05:03,1,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,256,2020-09-19 00:00:00,vector vaccine,,,,,,,,,,
+39329177529,Marco,Meloni,+39347277673,Gemma,Mariani,Via Roma,09040,55,Segariu,1965-04-13,+39388277675,CCCCML65D13I921F,Carmelo,M,Ceccarelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-07-12 17:16:43,1,MRNKLD55A18B288O,Klaodio,Marino,61acd3e25ca7e964a122def1,589,2020-12-03 00:00:00,vector vaccine,,,,,,,,,,
+393998520504,Franco Biagio,Prencipe,+39388741295,Anna Maria,Colombo,Piazza Umberto I,62010,15,Appignano,1978-05-15,+393479508484,BTTLXA78E15I178V,Alex,M,Battaglia,2021-12-02 07:35:26,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Positive,Molecular,2021-12-11 10:02:11,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Negative,Antigen,,,,,,,,,,,,,,,Johnson & Johnson,2021-07-27 06:15:18,1,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,200,2020-09-15 00:00:00,vector vaccine,Johnson & Johnson,2021-08-24 06:15:18,2,FRLDNL93T63H531M,Daniela,Furlan,61acd3e25ca7e964a122def4,289,2020-09-28 00:00:00,vector vaccine
+393824997377,Carmela,Pastorino,+393291288924,Giuseppina,Russo,Corso Umberto,75012,199,Bernalda,1971-05-01,+39376339792,DNIGCS71E01B383O,Giulio Cesare,M,Diana,2021-11-23 03:12:20,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-09-04 02:08:33,1,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,350,2020-10-17 00:00:00,mRNA vaccine,,,,,,,,,,
+39382077163,Fabio,Milani,+393536136953,Anna Maria,D'Andrea,Lago Di Nicito,95124,85,Catania,1988-01-19,+39341788295,CRTLNZ88A19I243K,Lorenzo,M,Corti,2021-11-18 09:29:23,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-04-01 21:23:05,1,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,444,2020-11-06 00:00:00,vector vaccine,AstraZeneca,2021-04-29 21:23:05,2,CRSGPP88D18I202A,Giuseppe,Caruso,61acd3e25ca7e964a122def3,309,2020-10-13 00:00:00,vector vaccine
+39387504067,Rina Maria,Santarsiero,+393329399695,Luigi,Ricci,Via Trieste,20024,86,Garbagnate Milanese,2000-04-20,+393571946104,RSSMRS00D60A847B,Marisa,F,Rosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39390925582,Mohamed,Riva,+39360124000,Teresa Milagros,Fabbri,Via San Massimo,81030,2,Orta Di Atella,1975-10-17,+39345009254,FRNMNL75R17D364K,Emanuele,M,Franzè,2021-12-04 07:45:34,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39394244940,Giorgio,Ferretti,+393419993750,Pietro Giovanni,Russo,Via Luca Giordano,80127,67/a,Napoli,1941-03-13,+39388823996,RSSCRN41C53F450E,Clorinda,F,Rossi,2021-12-10 15:31:37,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Molecular,2021-11-12 13:08:31,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Antigen,2021-11-23 04:30:02,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Positive,Antigen,,,,,,,,Johnson & Johnson,2021-08-09 19:16:39,1,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,167,2020-09-06 00:00:00,vector vaccine,,,,,,,,,,
+39356088612,Ascanio Paolo,De Luca,+39329707088,Marta,Rossi,Via Gustavo Vagliasindi,95126,25,Catania,1975-04-24,+393925381819,RCCNLN75D64D708Y,Natalina,F,Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-03-28 07:47:20,1,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,256,2020-09-19 00:00:00,vector vaccine,,,,,,,,,,
