person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.cellphone,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.role,vaccination.0.healtcarePersonnel.surname,vaccination.0.type,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.cellphone,vaccination.1.healtcarePersonnel.role,vaccination.1.type,vaccination.0.id,vaccination.1.id,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.cellphone,test.0.healtcarePersonnel.role,test.0.type,test.0.result,test.0.datetime,test.0.id,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.cellphone,test.1.healtcarePersonnel.role,test.1.type,test.1.result,test.1.datetime,test.1.id,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.cellphone,test.2.healtcarePersonnel.role,test.2.type,test.2.result,test.2.datetime,test.2.id,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.cellphone,test.3.healtcarePersonnel.role,test.3.type,test.3.result,test.3.datetime,test.3.id,contact.0.name,contact.0.surname,contact.0.cellphone,contact.1.name,contact.1.surname,contact.1.cellphone
Via Giacomo Matteotti,21049,57,Tradate,1972-05-03,+39347857565,MRORSN72E43L356J,Rosina,F,Mora,2021-10-19 04:56:09,1,+393864167116,FRRLSN38T30E253Y,Alessandro,nurse,Ferrari,Moderna,2021-11-16 04:56:09,2,Ezio,Mantovani,MNTZEI71T24I005W,+393909991677,doctor,Moderna,a0a4e328-081d-4145-92f8-8a69c508731c,361a9ebc-613e-41e0-a2f1-e6e446f03cfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luca,De Maio,DMELCU61M02B997V,+39341829169,nurse,Molecular,Negative,2021-10-01 11:14:10,d175d246-b539-4d03-9f16-9eeecd3329b0,Paolo,Mura,+393246070436,Alessia,Esposito,+393470399159
Via Vergini,80137,63,Napoli,1968-06-24,+39368575061,RCCCST68H64C990G,Cristiana,F,Ricci,,,,,,,,,,,,,,,,,,,Annamaria,Ferrari,FRRNMR62L57G870G,+393719321317,nurse,Molecular,Positive,2021-02-14 13:54:18,99fe18a4-7059-411b-ac6f-587535838f88,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaetana,De Col,+39361015282,Massimo,Gabrielli,+39321629957
Strada Nuova,27100,43,Pavia,1960-03-20,+393335250608,GRVDRD60C20C895S,Edoardo,M,Garavaglia,2021-06-04 16:47:53,1,+39376251190,RPTNDR50P17A146X,Andrea,nurse,Repetto,AstraZeneca,2021-07-02 16:47:53,2,Silvia Erika,Benedetti,BNDSVR84H42F452I,+39333180332,doctor,AstraZeneca,135c3cdd-fb39-44c1-9929-6d19bc483601,274520f8-be33-4769-a29f-3ad600d3d735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,Righetti,+39381603289,Mario,Ferrari,+393728291478
Via Trozo Dei Cavai,38052,8,Caldonazzo,1949-02-18,+39345556193,CSNCRL49B58H153V,Carla,F,Casini,2021-10-20 05:00:00,1,+393966565819,CRSFRC64R55I441L,Federica,doctor,Crespi,Moderna,2021-11-17 05:00:00,2,Gioele,Ricci,RCCGLI69M05B832M,+393627172206,other,Moderna,7478aab4-d50d-42f9-bf0d-7c11a2b469e1,f920178f-cb87-4ba3-a990-9d423b1b07c6,,,,,,,,,,Eleonora,Santarelli,SNTLNR37H66F722M,+39333174008,other,Molecular,Negative,2021-11-24 16:23:40,6f5ea98a-fb3f-475e-8ab8-2c4c61e169ac,Maria,Costa,CSTMRA31C56B939G,+39331181656,other,Molecular,Positive,2021-06-14 07:50:25,b89b6211-3f16-42f7-862c-bc79311b3566,Elisa Teresa,Rizza,RZZLTR76P66D540K,+393239422601,other,Molecular,Negative,2021-07-19 11:56:50,2f5d9158-359d-45dd-8fd4-52686ce26b9e,Sveva,Piana,+39375929087,Maria Valeria,D'Agostino,+39383588529
Via Roma,18024,26,Pornassio,1926-05-03,+393186888540,DDSCLL26E43A789M,Camilla Maria,F,Addis,2021-05-06 05:43:03,1,+393607901330,RCCPNG51H11F641I,Pier Angelo,nurse,Ricci,Johnson & Johnson,,,,,,,,,41e466c4-f4e2-4f67-b0d4-72eb2645f138,,Gabriel,Moro,MROGRL40L14A530H,+393409121866,doctor,Molecular,Positive,2021-04-27 11:18:36,823c0080-75c7-4117-ad14-f1338cea398a,,,,,,,,,,Micaela,Favre,FVRMCL23M42G545L,+393132526527,nurse,Molecular,Negative,2021-11-25 08:05:43,fd5c62ce-90d6-4606-9bce-27cde6a5cb32,Luciana,Tomasi,TMSLCN57C42F068C,+39382437196,nurse,Antigen,Negative,2021-08-14 11:34:13,9abdc473-f4df-4b2a-af24-311ae82e8e42,Carlo,Malagoli,+393935719093,Palmina Eugenia,Bruno,+393150725093
Via Capitano Emanuele Basile,90135,14,Palermo,1943-10-28,+39392243186,CRRQML43R68A646Y,Qamile,F,Corradi,2021-04-05 23:08:53,1,+393343873449,SMRMTN86B47B808A,Martina,other,Semeraro,Pfizer-BioNTech,,,,,,,,,709734d2-9806-42aa-906b-a5b1cfa4361b,,Marco,Bruno,BRNMRC55H03G372W,+39382798761,doctor,Antigen,Negative,2021-10-09 17:46:20,7208c863-804c-4ed6-ac86-c4bcde0d47fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maura,Zanatta,+39327482590,Alexandro,Casadei,+393334966794
Viale Mecenate,52100,5,Arezzo,1978-03-10,+39390598918,BRNDVD78C10L990X,Davide,M,Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierangela Luisa,Pellegrini,PLLPNG32P65A071U,+39350993337,other,Antigen,Negative,2021-06-08 09:35:01,173c4ebe-2ae1-45b6-9a65-f20f258d057d,Alex,Parrinello,PRRLXA59A05I407E,+39362553741,other,Antigen,Negative,2021-02-10 04:00:50,bb54f0e5-55f8-47fa-941a-a37de30c49c6,Luigi,Carvelli,CRVLGU43H14A772Q,+393318378045,other,Molecular,Positive,2021-03-09 23:37:46,a7ec7a5c-3310-4e2e-ae54-00371f686508,Mirella,Mosti,+393439765040,Patrizia,Nobili,+393831201898
Prato Della Valle,35123,25,Padova,1943-11-11,+393663464429,SPNNMR43S51H990G,Anna Maria,F,Spina,,,,,,,,,,,,,,,,,,,Vittorio,Garavaglia,GRVVTR30R17H264Y,+393488006702,other,Molecular,Negative,2021-11-17 14:52:02,2470ad66-e39a-4e6c-a101-f4c269033283,,,,,,,,,,Salvatore,Mazzoleno,MZZSVT60S30D817C,+39373098480,doctor,Antigen,Negative,2021-07-09 12:15:18,f28db78e-c3d9-4791-97ca-d5c6807ccd10,,,,,,,,,,Giuseppe,Santoro,+39355921346,Franco,De Bona,+39355638680
Via Municipio,81020,117,Recale,1948-11-30,+393796162738,PZZMLN48S70E946F,Milena,F,Piazzolla,2021-02-27 11:32:33,1,+39391189500,DLCNNT59A64L254N,Antonietta,nurse,De Luca,AstraZeneca,,,,,,,,,085b832d-c20c-44cb-8e3d-3fe7e3c4e0bc,,,,,,,,,,,Francesca Lidia,Costa,CSTFNC23S51C342D,+393967018565,other,Molecular,Negative,2021-05-20 22:34:50,bba8b216-b8f6-4ea9-b0e1-8bd07b60bc72,,,,,,,,,,,,,,,,,,,Ivano,Carletti,+39342879279,Hamza,Giuffrida,+39350114770
Via Molini,36055,6,Nove,1977-05-24,+393717448746,MSSSRG77E24G371O,Sergio,M,Messina,2021-02-26 19:37:30,1,+39390632496,ZRARNN46R56H848B,Rosanna,nurse,Azara,Johnson & Johnson,,,,,,,,,c03066b9-b433-4a51-917d-462184ebbc97,,Luciana,Cingolani,CNGLCN54H63M078S,+39363149713,doctor,Antigen,Negative,2021-04-09 14:41:04,85f947cd-0c1f-4976-b1e8-4d2754af7316,Rita,Proietti,PRTRTI39T49I921D,+39336507350,other,Molecular,Negative,2021-06-07 11:37:50,3a76cc5d-ac95-44ed-aceb-60654fb9e090,,,,,,,,,,Roberto,Mancini,MNCRRT60D30G479T,+393421109239,doctor,Molecular,Positive,2021-04-26 06:58:22,18cb001a-af08-49d3-a870-8ea326360baf,Marco,Cozzani,+39387920885,Andrea,Piazzolla,+39399468210
Via Zaccherini,40026,28 M,Imola,1974-11-08,+393355639026,MSSLNZ74S08A110C,Lorenzo,M,Massaro,2021-02-09 17:39:50,1,+393368371432,TLSGCR96H17H187D,Giancarlo,nurse,Telesca,Johnson & Johnson,2021-03-09 17:39:50,2,Gioele,Miglio,MGLGLI85R06I880Z,+39386133078,nurse,Johnson & Johnson,9a00e7ff-2e6e-4fe9-97fb-f229cf073e08,f8bb9463-b9c9-4917-ad5f-e30abd1a668d,Cinzia,Lombardi,LMBCNZ64L54M132Q,+39334531835,doctor,Molecular,Positive,2021-09-19 08:42:45,2a06a880-5dee-4712-8fd5-ff51f8f2c06b,Martina,Marino,MRNMTN53H42G975B,+393608144752,nurse,Antigen,Negative,2021-10-20 06:05:58,e6b4eef1-eed7-4c94-9159-ae14b7a3b7f0,,,,,,,,,,,,,,,,,,,Mario,Rossi ,+39368101038,Giuseppe,Rossi,+393508254174
Piazza F. Cordova,94010,30,Aidone,1999-02-10,+39357549445,FRRLCU99B10A891E,Luca,M,Ferrario,2021-07-02 07:45:30,1,+39381321983,CSGFLV24R05C111X,Flavio,doctor,Casagrande,Johnson & Johnson,,,,,,,,,267bd7cd-0f79-4e13-b44f-890c7813e71c,,Aura,Sartori,SRTRAU03B63L772I,+393339833838,other,Antigen,Negative,2021-06-25 05:08:56,d5644ced-262a-4d7a-9353-aeec07aaea3a,Federica,D'Andrea,DNDFRC27B55G780A,+393532009440,doctor,Molecular,Negative,2021-05-01 08:07:58,d6a1fc62-67ba-4ef1-8e10-134c936f42ef,,,,,,,,,,,,,,,,,,,Ida Bianca,Bini,+393440790915,Grazia Maria,Fanelli,+393607122992
Via Menis,33011,2,Artegna,1930-06-19,+39352366677,FRLMZN30H59L424H,Mazena,F,Ferluga,2021-09-29 14:51:15,1,+39356566038,PRSLSU58S69A287J,Luisa,other,Piras,AstraZeneca,2021-10-27 14:51:15,2,Gianfranco,Ferrari,FRRGFR22A26E130D,+393122533571,nurse,AstraZeneca,9dc30c93-1ecd-484a-96f5-65e9fb3d2d19,3d2bb1bf-af3f-4e8f-b9e8-b68ee1dd788c,,,,,,,,,,Andreea Iulia,Morelli,MRLNRL25B49F510W,+393345587518,other,Antigen,Positive,2021-11-27 14:14:53,2f5a38e3-f3e2-484d-ad16-000f7f1f234a,,,,,,,,,,,,,,,,,,,Franca,Ricci,+39331776411,Xhulian,Baraldi,+39325500438
Via V. Veneto,81039,29,Villa Literno,1971-05-01,+39387582431,RSSLCU71E41B592D,Lucia,F,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo,Silvestri,SLVLRD92M22D811W,+393618942408,doctor,Antigen,Negative,2021-10-10 22:10:55,ad374890-18ae-4a3f-b479-c6a5de3ff144,,,,,,,,,,,,,,,,,,,Francesco,Morri,+39390522711,Giuseppina,Conti,+39380792030
Via Cavour,59100,91/93,Prato,1975-03-24,+393913253754,TLSFNC75C24E474B,Franco,M,Telesca,2021-12-11 07:38:26,1,+39335441634,BRBLSS53E19I337K,Alessio,other,Barbero,Moderna,2022-01-08 07:38:26,2,Edoardo,Rossi,RSSDRD87C25B586F,+39380409087,other,Moderna,c6bc0d96-e5b5-4223-806b-3bfdf8d03e34,ab6800b1-1cf9-4a71-9481-5143e8def561,Rosalba,Cecchi,CCCRLB75M70B794O,+393826401301,doctor,Antigen,Positive,2021-10-11 15:37:06,7820499f-e9bd-4120-bcdf-73c2db577df0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giuliano,Pavan,+393924447534,Caterina,Giusti,+39354653413
Via Vecchia Fiorentina 2deg Tronco,51039,3,Quarrata,1950-09-10,+39361163720,BBNLCU50P50H302U,Lucia,F,Babini,2021-09-28 09:13:47,1,+393797675736,BLLRSR49C05B642S,Rosario,other,Ballarin,Moderna,,,,,,,,,b7387ed5-e774-4f69-b244-a8bbf89e1acb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giuseppina,Brambilla,+39326939653,Sergio,Greco,+393585328074
Via Cavour,28838,16,Stresa,1985-09-08,+39333486383,RSSGTN85P08A154B,Gaetano,M,Rossi,2021-12-13 14:14:23,1,+39323544190,LLAGDI38C46M208I,Giada,doctor,Aiello,Johnson & Johnson,,,,,,,,,7fd75dce-54bc-4492-be2e-1270d7651891,,Sunday,Bianchi,BNCSDY80L10H294S,+393702616351,doctor,Antigen,Negative,2021-02-14 12:43:06,41c7c320-b9c1-46ce-b75a-36a2028197fa,Karol,Bartolini,BRTKRL85B67C648R,+393349677917,other,Antigen,Positive,2021-08-22 23:46:38,c7b769a0-6683-4fa1-bbef-979b0910a5ed,Emanuela,Negri,NGRMNL44D66I848M,+39333332306,doctor,Molecular,Negative,2021-05-19 00:16:27,e9392d83-bd77-4638-8dc5-a1e324aa6107,,,,,,,,,,Simona Giuseppina Angela,Ruggiero,+39384265548,Easel,Ferretti,+393336524084
Piazza Trevisan,30027,4,San Dona' Di Piave,1955-08-30,+393667741063,GNTFLV55M70B319Q,Flavia,F,Gentile,2021-07-17 10:48:48,1,+39372556225,BTTSFN51A01H163I,Stefano,nurse,Battaglia,AstraZeneca,2021-08-14 10:48:48,2,Franco,Lenzi,LNZFNC54L21B685X,+393919937079,other,AstraZeneca,080c1410-248c-47de-98e0-5ae9a3098b27,dba59009-3747-4ffa-a654-23915974230a,Sabrina,Angelucci,NGLSRN81T62F446R,+39395173530,nurse,Molecular,Negative,2021-09-12 01:37:46,0bffe4af-da0f-4ea0-8776-2db4616cf5f8,Giulia Sabina,Parisi,PRSGSB45D59F400J,+39355561982,other,Antigen,Positive,2021-01-21 22:03:18,26899d07-64c3-4003-a482-18df4aba11e6,,,,,,,,,,,,,,,,,,,Mattia,Carraro,+393336163407,Adriano,Petrarca,+393357281103
Via M. Magni,51031,118,Agliana,1922-05-14,+393497542417,RSSTCS22E54C878B,Tarcisia Maria,F,Rossi,2021-10-23 16:05:05,1,+393392937064,PGLVCN28H03G699K,Vincenzo,doctor,Puglisi,Johnson & Johnson,2021-11-20 16:05:05,2,Piero,Cassano,CSSPRI88E15A874V,+393206722908,doctor,Johnson & Johnson,4601e12f-ca17-45cd-889e-d29517a50ce2,b421f55d-4b04-4d30-b9a2-cb5833a961ee,,,,,,,,,,,,,,,,,,,Abdul Rahman,Santoro,SNTBLR31H29H926Y,+393339388394,doctor,Molecular,Negative,2021-04-05 01:33:14,eec1c0f9-fb64-497d-8e6f-88facb3c97b7,,,,,,,,,,Vincenza Paola,Rosso,+393406762032,Leonardo Carlo,Costa,+39335244495
Via Vergini,80137,63,Napoli,1959-10-02,+393854577573,CRVGNN59R02F378O,Giovanni,M,Crevatin,2021-09-19 15:00:48,1,+393168462986,TMNGZL22L52G953Q,Graziella,nurse,Tumino,AstraZeneca,,,,,,,,,a64e7f13-584c-4eb0-833f-5d0671a0d255,,,,,,,,,,,Giorgio,Fioravanti,FRVGRG44H04F380Q,+39361504594,other,Molecular,Negative,2021-01-23 10:18:48,edbffc2f-eff9-4006-8608-b2a4afcff4f0,,,,,,,,,,,,,,,,,,,Calogera,Visentin,+39395426971,Stella,Morandi,+393385350777
Via Di Torre Clementina,54,76/78,Fiumicino,1983-08-09,+393910952114,CSNMRZ83M09I726J,Maurizio,M,Casini,2021-04-20 18:27:12,1,+393251479208,MSSGTN25A17L609B,Gaetano,doctor,Messina,Johnson & Johnson,,,,,,,,,78f9d856-fc1d-4640-baf6-0289147b8124,,,,,,,,,,,,,,,,,,,,Daniela,Lombardo,LMBDNL60S57L016X,+393566841043,doctor,Molecular,Negative,2021-01-28 16:08:26,bfeb3d1c-f9d9-44cf-b764-c778d2ad7580,,,,,,,,,,Sabrina,Rossi,+393756614109,Lorenzo,Filippi,+39392790002
Via Piazza,83042,14,Atripalda,1950-01-16,+393248259090,ZRAVTI50A16E425M,Vito,M,Azara,2021-08-02 18:48:26,1,+393993901309,MRNSRA72A59F192Q,Sara,other,Morandi,Johnson & Johnson,2021-08-30 18:48:26,2,Andrea,Panzeri,PNZNDR34S08E947I,+393729150607,doctor,Johnson & Johnson,dec9cf90-bdc4-4d4f-999d-b662b8e11054,9373da58-fa84-4460-8afb-3b29ff885e9e,,,,,,,,,,Agata,Pellegrini,PLLGTA81R51E960Z,+393341039780,nurse,Molecular,Negative,2021-08-17 20:36:27,cdd58ccb-b2df-4509-b04b-6d0b4898be11,Giuseppina,Luciani,LCNGPP34L60G403Q,+39359074516,other,Molecular,Positive,2021-03-04 20:05:13,b5b9a919-11df-49ec-921c-5ec0b514b9bb,,,,,,,,,,Shefqet,D'Incà,+393531397357,Matteo,Leonetti,+393533440889
Via S. Pantaleo Campano,149,28/d,Roma,1989-09-20,+393797208605,GVNMRN89P60L145Z,Marina,F,Giovannini,,,,,,,,,,,,,,,,,,,Steissi,De Palma,DPLSSS33L61G787M,+39357083353,nurse,Antigen,Negative,2021-01-10 15:04:25,dcbbfc8c-2d0c-4a13-83a1-5d64d6706601,Riccardo,Rossi,RSSRCR81P09H835H,+39391010475,doctor,Antigen,Positive,2021-10-09 20:19:36,3f3e033c-a88f-471e-a644-6d2153800312,Daniele,Azara,ZRADNL77T10L088Y,+393779011323,other,Antigen,Positive,2021-06-20 09:25:40,66849ba9-e3e2-4e47-b01d-9c72c704fa60,Renata,Ercoli,RCLRNT03R49F614H,+393406226119,other,Molecular,Negative,2021-10-09 10:05:24,7e11e709-07b0-4c75-b7e4-bbdeae331fc3,Anna Maria,Rossi,+393380875532,Arjan,Carrara,+39362688777
Via Monfalcone,70125,19,Bari,1927-08-24,+393920683927,LMBFNC27M24F845V,Franco,M,Lombardo,2021-04-29 21:08:32,1,+393379966132,MLNLBT64H62A831S,Elisabetta,nurse,Molinari,Johnson & Johnson,,,,,,,,,a5ab56e2-33fd-4fa5-9356-5507c379f120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katsiaryna,Alaimo,LMAKSR63T58F655U,+393446239221,other,Molecular,Positive,2021-12-02 11:05:47,a486f113-e48c-4155-8a03-2805107f4987,Serafino,Bortolin,+39364699717,Antonietta,Innocenti,+393407878796
Via Marco Polo,90010,8,Ficarazzi,1933-08-22,+39387864863,SRRNZE33M22F208L,Enzo,M,Serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Saragey,Cremonesi,CRMNSR86A47E648P,+39336191466,nurse,Antigen,Positive,2021-03-18 05:00:52,dce2905b-7b52-489b-9909-623325f62055,,,,,,,,,,Masimo,Mancini,+393905755930,Klara,Lai,+39361621581
Via Monte Della Giustizia,62010,6,Montecosaro,1973-10-20,+39329313090,GRCGPP73R60C654X,Giuseppina,F,Greco,2021-08-20 01:52:37,1,+39323220444,RSSLRA86P45D113J,Laura,nurse,Rossi,Johnson & Johnson,,,,,,,,,419da5e3-d3b3-4ee0-b4cc-bb73abe570c4,,Francesco,Marini,MRNFNC62B16G844X,+393994454836,doctor,Antigen,Positive,2021-02-18 17:05:15,010a0fad-61f4-4461-ad24-f5fba04353ec,,,,,,,,,,,,,,,,,,,Giuseppe,Marcon,MRCGPP01T04G909H,+393703752602,doctor,Antigen,Negative,2021-10-24 21:13:33,49b83797-2b97-49d8-bea3-4f89c80317ef,Angelo,Rossi,+39379816225,Eugenio,Marziali,+39357781836
Via Rapisardi,95040,27/a,Ramacca,1965-12-06,+39325483149,RSSGPP65T06C513E,Giuseppe,M,Rossi,2021-06-02 04:42:19,1,+393112631682,TZNVCN70C27E270A,Vincenzo,doctor,Atzeni,Pfizer-BioNTech,2021-06-30 04:42:19,2,Michela,Serra,SRRMHL60R67D639J,+393541895835,doctor,Pfizer-BioNTech,e965f9e4-7d35-4c3d-b51a-736f399f8bce,06b82103-67a0-4f9d-90b4-23447f438503,Marco,Vailati,VLTMRC63C05D150Y,+393868088843,other,Molecular,Negative,2021-06-25 03:08:20,dd5812ee-173a-4ce0-81f1-88581e435107,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walter,Martinelli,+393537445722,Maria,Mancini,+393306992878
Via Quartiano,26837,19,Mulazzano,1928-07-17,+39349855664,CSTSDO28L57B574P,Souad,F,Costa,2021-08-14 16:42:08,1,+393613743188,ZZIMRA95R18D763S,Mario,nurse,Iezzi,AstraZeneca,2021-09-11 16:42:08,2,Lorenzo Salvatore,Rizzo,RZZLNZ47E10I982Z,+393940483459,other,AstraZeneca,d1a4a3c0-59da-4a74-a96c-c79278821bdd,f46c1baa-1337-4b34-867d-ea9b4abeda25,,,,,,,,,,Stefania,Amerio,MRASFN69R53A812T,+39356476207,nurse,Molecular,Positive,2021-09-30 14:34:20,7f009315-38e4-406e-8220-e56b78c3b010,,,,,,,,,,Irma,Lanteri,LNTRMI22M60B734G,+393854082342,doctor,Antigen,Positive,2021-04-08 15:16:55,93b94843-13c9-48e3-bd24-e7b025e22af6,Diego,Grasso,+39363209724,Eleonora,Diana,+39379840581
Via Repubblica,43051,13,Albareto,1953-02-27,+393602424140,RPTNMR53B67L546L,Anna Maria Carla,F,Repetto,2021-08-22 14:42:54,1,+393293040955,CRZMRA24H50C640P,Maria,doctor,Corazza,Moderna,2021-09-19 14:42:54,2,Pierluigi,Bartolini,BRTPLG32R07L775I,+393479942086,nurse,Moderna,671baad1-b9b0-4a42-9253-834b101fb0b7,cef5de70-c7fe-4811-b215-46fde434be44,,,,,,,,,,,,,,,,,,,Carmela,De Marco,DMRCML94E47A842L,+393453993970,nurse,Antigen,Positive,2021-12-12 04:37:35,f39983d9-5294-45ea-a71e-2811dec3d0ef,,,,,,,,,,Sara,Barbieri,+393701147561,Costantino,Di Girolamo,+393231814513
Via Raho,73048,35,Nardo',1977-10-23,+393784667695,BCCNLN77R23B669R,Natalino,M,Bacci,2021-01-04 02:20:28,1,+39398300662,DLSNGL02E02A942M,Angelo,nurse,D'Alessandro,Moderna,2021-02-01 02:20:28,2,Letizia,Landi,LNDLTZ84L62A564K,+39344188138,nurse,Moderna,2df3b99c-5ae8-47ee-9aba-7bda344ae0fa,fc02d7cf-90f2-4755-9c10-308f81c5ebc7,,,,,,,,,,Rebecca,Pedrotti,PDRRCC25M61D250I,+393309567195,nurse,Antigen,Positive,2021-01-05 11:54:15,cd37f556-4ac8-4f8d-8eee-2c90219297fd,,,,,,,,,,,,,,,,,,,Laura,Rossi,+393112139681,Andrea,Pellegrini,+39361963671
Via Badetto,25040,16,Ceto,1994-01-25,+39399162692,NRETNN94A25M378C,Tonin,M,Neri,2021-04-20 03:20:55,1,+39382375693,MRNLMR43L67H202B,Ileana Maria,doctor,Marino,Johnson & Johnson,2021-05-18 03:20:55,2,Lorenzo,Baggio,BGGLNZ27C13D156V,+393624817298,nurse,Johnson & Johnson,d1ba83f2-2faa-4433-95a3-9576951879e9,5e4ed834-da88-40ec-b3c5-ee1a3f585e56,Luca,Greco,GRCLCU90L08D237P,+393394688086,other,Antigen,Positive,2021-09-06 17:41:56,0d2b8537-c998-4d60-a6c0-21fcbf44c46f,,,,,,,,,,Luigi Mario,Greco,GRCLMR74B04B968E,+393163889692,other,Antigen,Negative,2021-10-16 06:12:01,0f867d45-72a5-43a5-871f-683f73bdf006,,,,,,,,,,Fabio,Ferrari,+393188593023,Giulia,Di Dio,+393865194504
Via Rialto,32100,10,Belluno,1963-06-30,+393538795185,GGRMSM63H30C254V,Massimo,M,Egger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria,Rossi,RSSMRA56C44E024H,+393115229438,nurse,Antigen,Positive,2021-08-06 17:57:42,ab8928d4-f69a-4302-8abe-39f36fbf1fcd,,,,,,,,,,Andrea,Petronio,+39328363020,Hajrije,Govoni,+39363033550
Via Roma,1036,19,Nepi,1922-06-24,+393310386490,LVTRSO22H64E184M,Rosa,F,Lovato,,,,,,,,,,,,,,,,,,,Giuseppe Pietro,Acquadro,CQDGPP55H22D350G,+39368711894,doctor,Molecular,Negative,2021-04-20 05:14:40,bf6a3357-8751-4d48-bfaa-971753994581,Mirco,Hofer,HFRMRC89L07D484A,+39376868937,nurse,Antigen,Positive,2021-09-11 06:45:33,779cc05b-ab5c-4eaf-8d24-cd94253bc046,,,,,,,,,,Fabio,Russo,RSSFBA99L28E957P,+39328806597,doctor,Antigen,Positive,2021-06-30 23:36:00,ff2c609a-723e-442b-900a-ee92d75f3259,Patrizia Teresa Francesca,Scarpa,+39399158546,Batoul,Valsecchi,+39361283414
Piazza Regina Margherita,70044,3,Polignano A Mare,1943-04-16,+393796413307,DPLZZE43D16A120M,Zeze,M,Di Paolo,2021-07-30 11:33:12,1,+39339266447,MLSVNC93L41L513S,Veronica,doctor,Melis,Johnson & Johnson,,,,,,,,,dcf30c01-e675-479b-8c0a-be4dbab10fef,,Christian,Ercoli,RCLCRS62H11D760A,+39345222516,other,Antigen,Positive,2021-11-06 00:14:02,5b94cb17-17dd-4e9d-b780-9a96f0c7ac58,,,,,,,,,,,,,,,,,,,Iolanda,Bianchi,BNCLND91H62F032M,+393137282874,other,Antigen,Negative,2021-12-08 15:35:03,b1164911-c8bb-4f73-8883-a4df2ef4c88d,Giuseppe,Ferrari,+393510289097,Gianni,Colombo,+393565000499
Via Cairoli,26041,2,Casalmaggiore,1960-12-01,+393166991764,MNCNVL60T41F606I,Nevila,F,Mancini,,,,,,,,,,,,,,,,,,,Palmina,Rossi,RSSPMN76H44G134Z,+393141798618,doctor,Molecular,Negative,2021-03-07 23:40:02,b467724c-48c9-48e0-b9f1-e94eb10273f5,,,,,,,,,,Nada,Bianchi,BNCNDA43H53I201O,+39390880252,doctor,Molecular,Negative,2021-08-05 17:30:50,bda24aa6-3d3a-4cb5-b239-d0a7206ee181,Paolina,Pepe,PPEPLN67H54F138J,+393388222044,other,Antigen,Positive,2021-04-12 20:56:28,234ba5a8-f2db-4452-bb45-7974d44112ba,Roberto,Carrieri,+39327508795,Antonio,Parente,+393623723456
Via Indipendenza,21040,32,Jerago Con Orago,1951-01-26,+39385902876,CRNRCR51A26F843S,Riccardo,M,Carnovale,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leandro,Russo,RSSLDR41R24G315Z,+393902569081,nurse,Antigen,Negative,2021-10-26 00:02:58,f9ad27aa-3ef8-4207-ad30-d04a3f560ba2,,,,,,,,,,,,,,,,,,,Aurora,Serra,+393999793555,Roxana,Bruno,+39369789716
Via Roma,80017,341,Melito Di Napoli,1964-05-05,+393996032181,NCCSFN64E45H109O,Stefania,F,Niccolai,2021-04-29 09:19:52,1,+393137041600,VZZTRS81L19D999V,Teresio,nurse,Vezzoli,Moderna,2021-05-27 09:19:52,2,Arbian,De Santis,DSNRBN73P02C447F,+393354550921,other,Moderna,cdaa142b-cde8-4d05-b24d-49dd65b48359,3dcf501c-e918-4aef-93b0-a9b8b3f55fd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massimo,Pinna,+393128821821,Gian Carlo,Rossi,+39363589530
